"Bitpacking","Gzip+","Gzip-","LZ4+","LZ4-","LZMA+","LZMA-","bzip2+","bzip2-","xz+","xz-"
2.64589368479,2.9096407783,3.99988712319,4.18761679002,1.37104031945,2.41125192869,3.66891060908,3.95442911929,3.66833834068,3.95381360544,2.90909082446
2.6541994671,2.90206582032,3.99726163594,4.2035250572,1.3696417462,2.38177464612,3.68902071809,3.94448336883,3.68844542464,3.94386911939,2.90909082446
2.84589581589,3.23832471812,4.40611273238,4.5516710937,1.36544859788,2.73977988471,4.07863190368,4.51272768023,4.07799641185,4.51202291674,1.77777774617
2.84905790238,3.22545466896,4.39173117827,4.54253158124,1.36485037168,2.73758791498,4.07652485062,4.48169484792,4.07588947525,4.48099462308,1.88235290574
2.87448199948,3.29754268438,4.46859182093,4.59127152223,1.36350091841,2.78524884029,4.11700825656,4.56928116594,4.11636672349,4.56856713425,1.99999996
2.83979860461,3.17045526295,4.32602363318,4.49665116401,1.36501735169,2.70029229044,4.0634116518,4.4462782378,4.06277738613,4.44558369936,1.88235290574
2.8406983587,3.20583731682,4.35624704395,4.51765229717,1.36592707145,2.71873719008,4.0608443208,4.45225235941,4.06021065022,4.45155803418,1.99999996
2.8395406864,3.1937539626,4.34808432536,4.51501294291,1.36738582102,2.70706343437,4.06312421015,4.43036994674,4.06249052932,4.42967845584,1.99999996
2.8202022367,3.12784761202,4.27510949491,4.4606472997,1.37030353813,2.63735618019,4.03302446113,4.39955659949,4.03239562124,4.39886922668,1.99999996
2.76710823119,2.99628857225,4.13070615878,4.37208823023,1.37426150236,2.52276152122,3.95479280302,4.26626252077,3.95417584694,4.26559669577,1.99999996
2.72045836241,2.93983192981,4.04025916242,4.30717037804,1.37921548334,2.46111042521,3.84597977859,4.18656510534,3.84538003737,4.1859113943,2.13333328782
2.65069093473,2.85538799687,3.96525846724,4.25278928222,1.3887992149,2.37319419723,3.72330261708,4.08460099095,3.72272281883,4.08396451345,2.13333328782
2.74918512606,2.88548626738,4.09605192614,4.47416342875,1.40687665694,2.37126105115,3.85851809638,4.26279327671,3.85791693164,4.26212785284,1.99999996
2.80481640268,2.95154276624,4.10696563241,4.42702728936,1.39137396976,2.3870368099,3.90852664043,4.2511157,3.90791727627,4.25045247129,1.99999996
2.79417172661,2.95006155709,4.08589987517,4.38420238601,1.38366786323,2.3972213376,3.89119143116,4.21199346395,3.89058477318,4.21133666562,1.88235290574
2.82498522303,3.01547543501,4.14383122142,4.38511125806,1.37164039189,2.46856533531,3.93632285311,4.2358736948,3.93570909002,4.23521341939,1.99999996
2.82464966117,3.10238973514,4.20737972721,4.40898294562,1.36732491682,2.54896575969,3.9002768631,4.24603046043,3.89966869975,4.24536944818,1.99999996
2.80628080161,2.98968778205,4.08993028693,4.34028201633,1.37158398051,2.44528714338,3.8904317855,4.18624621991,3.88982521304,4.18559304642,1.99999996
2.84298467164,3.14861453522,4.27758063419,4.43209387317,1.36224018819,2.64324223635,3.90603123936,4.27197804545,3.90542238608,4.27131330882,1.88235290574
2.81645553577,3.06321514204,4.20160895363,4.38677569617,1.36470807664,2.56225892026,3.89965908108,4.21890466076,3.8990519845,4.21824721789,1.99999996
2.76349089448,2.99302255358,4.16223622634,4.40925977622,1.37161710529,2.55779783837,3.95270692883,4.27020312363,3.95209054524,4.26953725304,1.88235290574
2.74745139025,2.97256712919,4.12850508792,4.38098490455,1.37366433337,2.53485394067,3.92549177162,4.23302076637,3.92487984078,4.23236030523,1.88235290574
2.71615218908,2.92728150473,4.06324551349,4.33474970196,1.37713811365,2.48224530606,3.88895066379,4.21225799722,3.88834477984,4.21160111639,1.88235290574
2.75135035071,2.98727926125,4.14395760632,4.39458330693,1.37427519953,2.5371527487,3.94211162816,4.29657675296,3.94149621404,4.29590613892,1.99999996
2.73649595005,2.95269842089,4.10698557793,4.36667460055,1.37673779632,2.51389432536,3.91806710466,4.238732313,3.9174569875,4.23807092166,1.99999996
2.70596754396,2.93354164804,4.05280743239,4.3251246828,1.38377015971,2.47796939626,3.83464232364,4.18047962455,3.83404460612,4.17982824919,1.99999996
2.68479349743,2.88141326866,3.94508415244,4.25000984674,1.38686856329,2.4105025306,3.74232904409,4.12221752507,3.74174589564,4.12157474985,1.99999996
2.61638203657,2.81959614812,3.91180728763,4.21565774753,1.3941031153,2.34253774587,3.68738280115,4.04948326822,3.68680801839,4.04885215446,1.99999996
2.53955398182,2.77133452124,3.89577071917,4.16821359494,1.39663105495,2.32652693918,3.58766799042,3.95220901906,3.58710949246,3.95159189287,2.13333328782
2.56644645358,2.76982242461,3.9324005404,4.24445451936,1.41098244394,2.30457365226,3.63078384775,4.01547669119,3.63021840265,4.01484948289,2.13333328782
2.70569734293,2.85271326587,4.04478556458,4.42409175442,1.41007165607,2.34538379802,3.82374588639,4.20640558804,3.82314995289,4.20574911605,1.88235290574
2.76900721663,2.89769470782,4.09568922565,4.46371853309,1.39749095522,2.36866430043,3.87097509679,4.24580245374,3.87037150496,4.24514002573,1.88235290574
2.74449439844,2.87611974172,4.01329460022,4.37957006768,1.39679651772,2.3202190723,3.84511573885,4.2000029652,3.84451652571,4.19934703513,1.77777774617
2.75408537582,2.895779862,4.01937289503,4.36267597208,1.39051587938,2.33708631418,3.84059830991,4.18589899763,3.83999950848,4.18524602006,1.88235290574
2.74486354714,2.89281161698,3.99891945197,4.33207058169,1.38947188814,2.33106784814,3.8307360177,4.16360962304,3.83013915049,4.16295989779,1.88235290574
2.77633308201,2.94808476531,4.04508829351,4.3314066659,1.37914474759,2.38101961641,3.88377255257,4.18015900071,3.88316820549,4.17950733221,1.88235290574
2.78918537162,2.95354825443,4.03914517349,4.31622861928,1.37701433961,2.3828092134,3.8521510898,4.16898844582,3.85155135096,4.16833886527,1.88235290574
2.78493116357,2.94990341279,4.05031413629,4.31991758807,1.37604035574,2.40267066455,3.85402513663,4.16506346432,3.85342466566,4.16441458596,1.77777774617
2.66218376219,2.83468006267,3.94699174301,4.25072208344,1.38685729224,2.40783589741,3.77846725569,4.09922397079,3.77787828613,4.09858490208,1.88235290574
2.66290513564,2.8405732254,3.95413726671,4.25828962305,1.38734240675,2.40965013796,3.77033182068,4.11152765455,3.76974446071,4.1108862228,1.88235290574
2.64303195252,2.81633038755,3.92248221971,4.23065031695,1.38851259715,2.38921933584,3.74798335071,4.0884941475,3.74739963255,4.0878570411,1.99999996
2.71353242896,2.90918713442,4.0288039743,4.31879514599,1.38328810903,2.4763612897,3.77250269564,4.15524752706,3.77191529938,4.15459997725,1.99999996
2.71772381933,2.94189228057,4.04382106921,4.33377795728,1.38319560296,2.4734359472,3.76698795024,4.18496963135,3.76640074496,4.18431768779,1.99999996
2.63519972913,2.84681728816,3.93633885138,4.25185072432,1.39196850805,2.3821648887,3.70071869715,4.09845009937,3.70014142681,4.0978096347,1.99999996
2.55579875756,2.77733880395,3.90240316035,4.19644027931,1.40113919973,2.31100840476,3.64128662278,4.0010152176,3.64071965814,4.00039075817,2.13333328782
2.52806943939,2.78314584764,3.92901522838,4.17910079751,1.39878360239,2.34664929896,3.56796270979,3.92926671583,3.56740695712,3.92865422496,2.28571423347
2.50692000798,2.74495333981,3.88878510154,4.1585876139,1.40721840208,2.30256633452,3.54110695783,3.91010408726,3.54055505777,3.90949365802,2.13333328782
2.67105770747,2.84842602245,4.07681298651,4.4310883073,1.41186914267,2.36761684951,3.78371770167,4.18592440432,3.78312766675,4.18527036784,1.99999996
2.73239430231,2.87447065904,4.12631351262,4.51845314236,1.40385389833,2.41009448311,3.85998532414,4.26907232877,3.85938426071,4.26840644637,1.88235290574
2.73263790158,2.87788484213,4.09838320524,4.4764813281,1.39980889529,2.39747216289,3.84653498599,4.24209518439,3.845936107,4.24143323797,1.77777774617
2.71496121118,2.8467064855,4.00774175475,4.38574298022,1.39661625022,2.34870121814,3.80944054604,4.17923759569,3.80884735823,4.17858538505,1.77777774617
2.72565115687,2.86220638646,3.98302054275,4.33147345638,1.394976445,2.31474199689,3.81022046298,4.15384616663,3.80962656059,4.15319767356,1.77777774617
2.76308324059,2.9036925118,4.04707754864,4.39626431836,1.38788338184,2.36659348351,3.86014795889,4.21556658032,3.85954617449,4.21490857842,1.88235290574
2.71195297273,2.86953932853,3.9723171206,4.31357391882,1.38897426258,2.33512010302,3.79544055624,4.14539706613,3.79484894794,4.14475009167,1.77777774617
2.72814486558,2.89285291542,3.97933816205,4.29770734504,1.38612783775,2.34654216978,3.813673304,4.15012353932,3.81307861561,4.14947711194,1.77777774617
2.77418811322,2.92777048938,4.06236856968,4.37119568692,1.38544486058,2.36729182484,3.85703152806,4.19991282661,3.85643049179,4.19925815905,1.88235290574
2.65277707958,2.83543963258,3.94100244461,4.27060952114,1.39140100543,2.39119399292,3.70916940523,4.1056594329,3.70859162747,4.10501919876,1.99999996
2.61115753096,2.79084577746,3.87655994226,4.2073515369,1.39654454241,2.35127264425,3.65381482063,4.03813399726,3.65324548301,4.03750421515,1.99999996
2.62817843029,2.82714579023,3.91941993996,4.2398212042,1.39388656754,2.3724146115,3.67416363222,4.07200149695,3.67359033135,4.071366992,1.99999996
2.59477335063,2.79746765675,3.88919856092,4.21033436886,1.39875176931,2.33612581159,3.65745320981,4.03774190415,3.6568839414,4.03711171463,1.99999996
2.58605602471,2.79542027694,3.90730646088,4.22279736488,1.39821413729,2.33046742354,3.65916810423,4.02374387116,3.65859779995,4.02311618188,1.99999996
2.53336047829,2.75821137109,3.88413010663,4.17099763944,1.40375851781,2.3035120358,3.60280673416,3.96485504906,3.60224565435,3.96423656058,2.13333328782
2.46835986897,2.7418652081,3.8419420064,4.0736007179,1.39960732967,2.3157081448,3.48030677547,3.82195648838,3.47976461202,3.82136173308,2.28571423347
2.49631423883,2.76229360669,3.90568154026,4.15214104998,1.40019604075,2.33837821089,3.52109530007,3.88921062384,3.52054686203,3.88860363821,2.28571423347
2.59371630337,2.78567247028,3.9700817813,4.30552514479,1.41300373062,2.31896287307,3.67727658102,4.06561186061,3.67670376154,4.06497769283,1.99999996
2.60167554539,2.77207655957,3.95627614598,4.32252265015,1.41590478482,2.30999074404,3.70497564242,4.08429060937,3.70439834699,4.08365397844,1.88235290574
2.6660759531,2.80917303712,3.99621538422,4.38344712178,1.40582789962,2.34162362738,3.7704017973,4.15463320436,3.76981480634,4.15398541461,1.88235290574
2.67207308996,2.81039099916,3.97591794453,4.36392008192,1.40184810823,2.33576226331,3.767848534,4.14705378059,3.76726230223,4.14640680472,1.77777774617
2.70327128467,2.84500197379,4.03547546123,4.41552023571,1.39575172257,2.37339579953,3.80251656821,4.19251091984,3.80192372778,4.19185640511,1.88235290574
2.6834726116,2.82464068523,3.95991814414,4.34373773267,1.3948540549,2.32813626772,3.77868402587,4.15324868826,3.77809452483,4.15260059727,1.88235290574
2.7263904859,2.87606539528,4.01702330118,4.37423606018,1.38878114262,2.36341664539,3.81984364463,4.18900277857,3.81924841621,4.18834957792,1.77777774617
2.75868790651,2.90873978718,4.02900095029,4.36419537739,1.38953591567,2.35379739104,3.85507545452,4.18710370176,3.85447476768,4.186451137,1.88235290574
2.79682982137,2.96756653794,4.12614291451,4.43474599987,1.38303947709,2.42664705499,3.90772806761,4.25670842083,3.90711887608,4.25604358189,1.88235290574
2.79078083969,2.95476617894,4.06391923172,4.35512603561,1.3806040041,2.38940894009,3.86858614047,4.18500925708,3.86798310635,4.18435760759,1.88235290574
2.5497563762,2.74153782713,3.83302385978,4.16601156135,1.40682252511,2.29714109248,3.59743436018,3.97966138335,3.59687453184,3.97904111714,1.99999996
2.61835569985,2.82146672043,3.95880256278,4.28700012547,1.39715645061,2.36789225711,3.70160626392,4.09724520592,3.70102964125,4.09660482405,1.99999996
2.60384115262,2.81276494048,3.95524490095,4.2786845903,1.39839988722,2.36308714674,3.68570432773,4.07645185712,3.68512996624,4.07581571542,2.13333328782
2.60021559168,2.8194614596,3.98410759401,4.28344231731,1.39980862096,2.36522458076,3.68954310063,4.06463885425,3.68896832467,4.06400498995,2.13333328782
2.53284971523,2.76552838832,3.90298970768,4.18448722085,1.40282943824,2.3232718875,3.57384924802,3.94423844728,3.5732922986,3.94362384643,2.28571423347
2.45888043449,2.75202795048,3.84551563846,4.06571438556,1.39721575629,2.32860746136,3.45817411035,3.8047764993,3.45763568186,3.80418331583,2.28571423347
2.48977892842,2.76979012622,3.91781800809,4.14978267069,1.3961046022,2.35339661409,3.51497351476,3.8767941258,3.51442596298,3.87619044592,2.28571423347
2.48746549038,2.6981426047,3.80281076201,4.10405945346,1.4194892474,2.23299791341,3.53399279642,3.88603740639,3.53344254969,3.88543122206,2.13333328782
2.59553177518,2.78462245713,3.9776236,4.32239349947,1.41176070645,2.32419039442,3.69867398654,4.07741722774,3.69809766158,4.07678111713,1.99999996
2.67588392725,2.83112780574,4.04577941005,4.42120790207,1.40572065612,2.37054825631,3.78685465169,4.17593798849,3.78626517918,4.17528567409,1.88235290574
2.7255429181,2.88138647246,4.1278269965,4.51186509415,1.39920447041,2.42694071163,3.85855300944,4.26147993421,3.85795220591,4.26081505643,1.88235290574
2.66193080782,2.80956215938,3.97785599171,4.36453528332,1.39913690602,2.34606820406,3.75669240665,4.13990914017,3.75610710149,4.13926284944,1.77777774617
2.71951818188,2.86162774322,4.03775588433,4.42199867398,1.39099739462,2.38142607211,3.82532422014,4.21044277174,3.8247283066,4.20978574801,1.88235290574
2.72907385399,2.87228696967,4.03126105888,4.4018811395,1.39217055877,2.36092531203,3.83570498009,4.21802111771,3.83510696804,4.21736341657,1.77777774617
2.74731246733,2.8984573229,4.05154862292,4.39920705613,1.38866562714,2.37697619498,3.84659339342,4.213746594,3.84599394156,4.21308858322,1.77777774617
2.71291357783,2.86771359769,3.98390811865,4.33631115409,1.39013052644,2.34681091981,3.81001232568,4.16725177486,3.80941845189,4.16660173712,1.77777774617
2.73698667866,2.89581698946,3.99896011041,4.32637848883,1.38615360353,2.35111314451,3.83396842541,4.16831149975,3.8333711751,4.1676615222,1.88235290574
2.73864955055,2.90144091722,4.00245406469,4.31899948822,1.38471150756,2.35322281571,3.8321716153,4.1660473143,3.8315747044,4.16539708835,1.77777774617
2.52250536721,2.73013090752,3.8585230467,4.16860502458,1.41267677156,2.28019822561,3.58202166491,3.94204632137,3.58146370482,3.94143158786,2.13333328782
2.47127261427,2.68413752095,3.77094094244,4.06686085995,1.41700147489,2.22918602599,3.51291158798,3.85302133801,3.51236477088,3.85242069744,2.13333328782
2.5520021152,2.78035837513,3.94979229425,4.23973653853,1.40304686429,2.32798115141,3.62743562692,3.99766060899,3.6268708624,3.99703691659,2.13333328782
2.55589249673,2.78996512041,3.96213106072,4.23778823052,1.40132144683,2.34299859303,3.61183990014,3.99136659423,3.61127773145,3.99074498349,2.28571423347
2.44006166939,2.74005603524,3.80773424696,4.0119846004,1.39575984142,2.31761236608,3.42696554273,3.74372344875,3.42643188618,3.74314004083,2.28571423347
2.45382940538,2.751768615,3.84368782475,4.06158075322,1.39603543178,2.3330290208,3.45047125415,3.79435535003,3.44993409073,3.79376458371,2.28571423347
2.52493279607,2.74749536091,3.90812677866,4.2006497481,1.40802803801,2.29459949946,3.57926204207,3.95527587624,3.57870471717,3.95465919953,2.13333328782
2.618521209,2.8090720696,4.03519089984,4.36633040537,1.40677600179,2.34747531495,3.72488658186,4.11195099081,3.72430656764,4.11130908892,1.99999996
2.57018320568,2.7425193585,3.88708598283,4.25029669993,1.41471258077,2.28006808146,3.64972341575,4.02101381821,3.64915505274,4.02038576808,1.99999996
2.62110793158,2.78940323563,3.96857751756,4.33908179952,1.40760973176,2.33614854223,3.71758081328,4.09559369614,3.71700203565,4.09495429151,1.88235290574
2.67121942182,2.82040089037,4.01766454606,4.40907640123,1.39993335197,2.36849222271,3.77281660359,4.16869434565,3.77222875384,4.16804385782,1.88235290574
2.70984928936,2.85067851601,4.03854977495,4.42498596201,1.39558592292,2.36251754406,3.81615042754,4.20836600647,3.81555543956,4.20770830281,1.77777774617
2.69196612322,2.83828160413,3.96863075195,4.33869073781,1.39131758833,2.34157614382,3.77823562857,4.14924859649,3.77764680257,4.14860123686,1.77777774617
2.68373806765,2.83620936308,3.96247904814,4.32943825679,1.39283994539,2.32841102392,3.77965703165,4.1473972972,3.77906826241,4.14675068702,1.88235290574
2.72786432045,2.87584745113,4.03796873738,4.40153413271,1.39071569536,2.36308284693,3.83429746104,4.20969904346,3.83370051239,4.20904207464,1.88235290574
2.7812204265,2.93578716406,4.10685114971,4.43550050409,1.38347582835,2.40431181587,3.88519123907,4.24208767133,3.88458584682,4.24142568229,1.88235290574
2.69095966383,2.84827872891,3.93126586554,4.27594101168,1.39121114394,2.31455178904,3.77114373048,4.12171320163,3.7705555133,4.12107045629,1.88235290574
2.73275590884,2.89343481738,3.9948782066,4.3124675096,1.38516060887,2.37644689226,3.82028314582,4.16756364792,3.81968840052,4.16691390356,1.77777774617
2.46981605384,2.69202984118,3.80748970348,4.08397001745,1.41828367996,2.23923405656,3.50503543906,3.84979075088,3.50448968935,3.84919070958,2.13333328782
2.5391003683,2.76468325871,3.94181250116,4.21774816619,1.40703250959,2.32110847088,3.5931976385,3.96249741868,3.59263848256,3.96187880217,2.13333328782
2.44849329608,2.70840723053,3.80480034919,4.04327660465,1.4091903406,2.27295522689,3.4564105541,3.79899974806,3.45587186844,3.79840742652,2.28571423347
2.45526942589,2.77303083043,3.84648039015,4.04067672486,1.39100922647,2.35292368179,3.44090991215,3.76041013139,3.44037450816,3.75982451545,2.46153840095
2.43372440628,2.74575544306,3.80370446772,3.99978917111,1.39482032843,2.32126810134,3.41416316253,3.71936685292,3.41363150449,3.71878738079,2.46153840095
2.48494082374,2.72542037054,3.85980802839,4.1258312093,1.4090026165,2.28312314968,3.51909857023,3.87918051768,3.51855066113,3.87857545509,2.13333328782
2.50755287464,2.71717441033,3.85153128748,4.16001034678,1.41722142353,2.25834807541,3.57020287615,3.92780756469,3.56964642545,3.92719483458,2.13333328782
2.61328804575,2.80497107633,3.99249865398,4.32901463618,1.41162485206,2.34465550871,3.70910109833,4.08760652315,3.70852327308,4.08696839882,1.99999996
2.60290131093,2.77639004549,3.924858775,4.28095583512,1.40892621186,2.31373982291,3.68364007587,4.05720735399,3.68306693403,4.05657477673,1.99999996
2.59739488955,2.76202556238,3.90554147223,4.28227988196,1.40657139607,2.30104943904,3.68398028724,4.05854557514,3.68340608981,4.05791225122,1.88235290574
2.69108501594,2.83876664872,4.04139863269,4.42779014816,1.39985872136,2.37692109448,3.79645680293,4.19025838883,3.79586476974,4.18960510374,1.88235290574
2.68415403759,2.84728920272,4.02610084946,4.39554720519,1.393139425,2.37046177538,3.78279461877,4.17885058437,3.78220648102,4.17819866908,1.88235290574
2.6914389217,2.84973998581,4.00346968707,4.37212268557,1.38931864181,2.3721874308,3.78048239579,4.15974852823,3.77989276217,4.15909987762,1.88235290574
2.69634855692,2.84422987069,3.97071955662,4.33941964059,1.39125385136,2.33631828561,3.78541436125,4.1575813121,3.78482469241,4.15693303476,1.77777774617
2.70303577881,2.86464347593,3.9874949765,4.33255205144,1.38859424173,2.35508089214,3.78157347964,4.15050408495,3.78098407748,4.14985697933,1.88235290574
2.71082040092,2.86137028648,3.96636762205,4.31674929267,1.38722268994,2.34774663513,3.79609913991,4.15357110597,3.79550833471,4.15292308683,1.88235290574
2.73047087195,2.88384017233,4.02008373533,4.36290642559,1.38888188179,2.3482587761,3.82649939992,4.18622015215,3.8259031934,4.185566943,1.77777774617
2.73369392579,2.88193993291,3.99101900992,4.32598161957,1.38760783296,2.34765286743,3.82772775363,4.16468479729,3.82713167694,4.16403499655,1.77777774617
2.45311204431,2.70846525534,3.81569680748,4.05559556401,1.41234637326,2.25966124379,3.46286311323,3.80052322943,3.46232466225,3.79993061327,2.28571423347
2.42877823383,2.6950094704,3.75378869893,3.98245200227,1.40899712224,2.24910033316,3.41576388525,3.74023177693,3.41523231179,3.73964879238,2.46153840095
2.43472391068,2.75009558301,3.75011713256,3.92686901515,1.39136445477,2.29433562548,3.39118942705,3.66502278178,3.39066116299,3.66445226259,2.66666659556
2.43643858609,2.75939099744,3.79439541047,3.9735885503,1.38961351926,2.33292370304,3.40569373926,3.6886955287,3.40516401977,3.68812111878,2.46153840095
2.4597416997,2.71134210119,3.82389396663,4.07720780089,1.40892306056,2.26510120464,3.48062412255,3.83426890293,3.48008249605,3.8336711181,2.28571423347
2.51173651271,2.72835032024,3.87711740043,4.17034843272,1.41401414287,2.27176610914,3.57344172726,3.93601259744,3.57288516015,3.93539931828,2.13333328782
2.52059427925,2.72022140644,3.8531664238,4.17765254382,1.41599886567,2.26245055386,3.58604799258,3.94247048506,3.58548919536,3.94185480351,1.99999996
2.58749548045,2.7680873192,3.92117408814,4.26858527623,1.40918880159,2.30707195823,3.66913666526,4.04441663279,3.66856510019,4.04378595254,1.99999996
2.58850054234,2.76336701072,3.90763728756,4.26430190089,1.40614483959,2.31209105648,3.66186818206,4.03556140748,3.66129693536,4.03493136925,1.99999996
2.63017377703,2.78711206771,3.94616966817,4.32570162772,1.40216761582,2.33008165002,3.72019979296,4.0988310974,3.71961981915,4.09819152136,1.88235290574
2.64017757148,2.79985161346,3.95403908008,4.33314708023,1.39871327121,2.34055853415,3.72670544732,4.11390624757,3.72612476243,4.11326500405,1.88235290574
2.67963120477,2.83301672483,3.97250600784,4.34468903258,1.39148940382,2.34586787426,3.76167353094,4.14912997983,3.76108745074,4.14848214091,1.88235290574
2.6736403942,2.82465913585,3.95423080651,4.32906317428,1.39135738395,2.34199064814,3.7591673993,4.14148827301,3.7585824882,4.14084093191,1.88235290574
2.67200834981,2.83030920102,3.95196672934,4.32475352689,1.39141453818,2.34363994505,3.76005466819,4.14240280116,3.75947001097,4.14175693246,1.77777774617
2.69239823973,2.85622857837,3.98453938949,4.34425746833,1.3891437823,2.3635822881,3.79149111668,4.16107310081,3.79090045145,4.16042412362,1.77777774617
2.7101744706,2.86783613726,3.98528211404,4.33052995033,1.38808624248,2.3478190777,3.80583338351,4.16433923482,3.80524048587,4.16368962858,1.88235290574
2.72986241746,2.89034401171,4.01509849684,4.34967309053,1.3867553321,2.3696056372,3.82555412004,4.18275659847,3.82495784227,4.18210455713,1.88235290574
2.749137757,2.90068135917,4.02788350692,4.35631256264,1.38822760089,2.35623254227,3.8450336104,4.18437266525,3.84443405337,4.18372055759,1.88235290574
2.39959376797,2.67203933616,3.61927224832,3.82698781281,1.41250858774,2.18194880518,3.34347129555,3.60181781584,3.34295077986,3.60125701156,2.66666659556
2.52491328785,2.82569431248,3.8756753122,4.06735524008,1.37987437086,2.36033204254,3.5184001553,3.80419478478,3.51785255646,3.80360207202,2.66666659556
2.47790081065,2.80391283513,3.84976551848,4.01722562244,1.38141817937,2.37604483007,3.46240941731,3.73477928052,3.46187026849,3.73419841267,2.66666659556
2.4270164452,2.70224171487,3.76942214787,3.99424293788,1.40834131974,2.26831709721,3.41343070804,3.74640754639,3.41289869568,3.74582354721,2.28571423347
2.49352820339,2.72468036111,3.86480102801,4.13636353813,1.41123677881,2.28175148316,3.53187242022,3.89092443141,3.53132208532,3.89031762965,2.13333328782
2.52093709156,2.73101571465,3.87164737841,4.17471987525,1.41318701044,2.27751572366,3.57575056837,3.94074723976,3.57519401684,3.94013252321,2.13333328782
